2nd related event ID;Away Score;Away Team ID;Away Team Name;Competition ID;Competition Name;Date Time;Direction of Team Play;Event ID;Filename;Formation change;Formation slot;Frame ID;Half ID;Half Name;Home Score;Home Team ID;Home Team Name;Injured PlayerID;Injury;Involved;Key Pass;Kick off;Match Date;Match Day;Match ID;Match Name;Match Time;Opposite related event ID;Opposition ID;Opposition Name;Opposition Type;Period Class;Period ID;Period Name;Period Type;Player ID;Player Name;Right away score;Right home score;Season ID;Season Name;Shirt Number;Team formation;Team ID;Team Name;Team player formation;Team Type;Third - Length;Third - Width;Type Description;Type ID;Type Name;Unique ID;Version;Zone;2Nd Assist;50/50;6-Seconds Violation;Added time minutes;Aerial duel;Aerial Duel - Lost;Aerial Duel - Won;Aerial Foul;Angle;Argument;Assist;Attacking Pass;Attempted Tackle;Away Team Possession;Back pass;Ball hits post;Ball hits woodwork;Ball kicked out for fair play;Ball out of play;Ball put out of play from challenge;Ball Recoveries - Attacking;Ball Recoveries - Defending;Ball Recoveries - Middle;Ball recovery;Ball shielding;Big Chance;Big Chance Assist;Block by hand;Blocked Pass;Blocked Pass (Q);Blocked x co-ordinate;Blocked y co-ordinate;Card;Caught offside;Challenge (Unsuccessful);Chance missed;Chipped;Clearance;Clock affecting;Contentious offside decision;Corner;Corner - Inswinger;Corner - Outswinger;Corner - Straight;Corner awarded;Cross;Cross - Successful;Cross - Unsuccessul;Crowd interaction;Crowd Trouble;Dangerous play;Defender blocks cross;Defender blocks shot;Defensive duel;Delayed Start;Denied goal-scoring opp;Direct Ball;Dispossessed;Dissent;Dive;Drinks Break;Drop ball;Early end;Elbow/Violent Conduct;Encroachment;End;End cause;End of stoppage;End Type;Entering field;Error leading to goal;Error leading to shot;Error leading to shot or goal;Event from fast break;Event from open play;Excessive celebration;Failed to block;Fire;Flick-on;Follows shot blocked;Follows shot rebound;Foul;Foul (Q);Foul and abusive language;Foul Conceded;Foul Throw-In;Foul Throw-In (Q);Free kick;Free Kick - Blocked by wall;Free kick - Direct;Free kick - Indirect;Free Kick Won;Game end;GK 1 on 1;GK attempt to claim cross;GK attempts save from cross;GK ball hits bar after save;GK ball hits left post after save;GK ball hits right post after save;GK Both Arms;GK Both Legs;GK catches ball;GK cross claimed;GK cross not claimed;GK goal against;GK goal kick;GK hoof;GK kick from hands;GK Left Arm;GK Left Leg;GK low goal kick;GK Over-arm;GK penalty against;GK pick up;GK Punch;GK Punch (Q);GK Right Arm;GK Right Leg;GK save - catch;GK save - collected;GK save - deflected save;GK save - dive and catch;GK save - dive and deflect;GK save - diving;GK save - fingertip;GK save - parried danger;GK save - parried safe;GK save - reaching;GK save - shot was off target;GK save - standing;GK save - stooping;GK save - with feet;GK save - with hands;GK shot against (no need to save);GK shot saved;GK shot saved from on player;GK smother - challenged;GK smother - unchallenged;GK start of play;GK sweeper keeper;GK throw;GK X Coordinate;GK Y Coordinate;Goal;Goal (GK got a touch);Goal (Open Play);Goal (Set-Play);Goal Assist;Goal disallowed;Goal from dribble;Goal from solo run;Goal mouth y co-ordinate;Goal mouth z co-ordinate;Goalkeeper becomes outfield player;Good skill;Ground Duel;Ground Duel - Lost;Ground Duel - Won;Handball;Handling on the line;Head;Head pass;Home Team Possession;Injury time announcement;Intentional assist;Interception;Last line of defence;Launch;Lay-off;Leaving field;Left footed;Length;Loose ball touch;Match resumes on new date;Match resumes on new date (Q);Match suspended;Minute;No player on posts on corner;Not Retreating;Object thrown on pitch;Obstruction;Off the ball foul;Offensive duel;Offside Pass;Offside provoked;Other ball contact;Other ball contact type;Other body part;Other reason;Out of Play Seconds (Last 5 mins);Outcome;Outfield player becomes player;Overrun;Own Goal Attempt - Attacking Team;Own Goal Attempt - Defending Team;Pass;Pass - Attacking;Pass - Attacking Successful;Pass - Attacking Unsuccessful;Pass - Backwards;Pass - Backwards Successful;Pass - Backwards Unsuccessful;Pass - Defending;Pass - Defending Successful;Pass - Defending Unsuccessful;Pass - Forwards;Pass - Forwards Successful;Pass - Forwards Unsuccessful;Pass - Long;Pass - Long Successful;Pass - Long Unsuccessful;Pass - Medium;Pass - Medium Successful;Pass - Medium Unsuccessful;Pass - Middle;Pass - Middle Successful;Pass - Middle Unsuccessful;Pass - Short;Pass - Short Successful;Pass - Short Unsuccessful;Pass - Sideways;Pass - Sideways Successful;Pass - SIdeways Unsuccessful;Pass - Successful;Pass - Unsuccessful;Pass End X;Pass End Y;Penalty;Persistent infringement;Player changed position;Player changed shirt;Player off;Player off pitch;Player on;Player on bench booked;Player on both posts on corner;Player on far post on corner;Player on near post on corner;Player reitred;Player returns;Players caught offside;Possession;Possession Data;Postponed;Professional foul;Pull Back;Red card;Referee abuse;Rescinded card;Rescinded card (Q);Right footed;Save / Blocked shot;Second;Second yellow;Serious Foul;Set Play;Shirt Pull/Holding;Shot;Shot (Incuding Own Goals);Shot - 1 on 1 chip;Shot - 35+ Centre;Shot - 35+ Left;Shot - 35+ Right;Shot - back heel;Shot - Blocked Duel;Shot - Box Centre;Shot - Box Deep Left;Shot - Box Deep Right;Shot - Box Left;Shot - Box Right;Shot - Close high;Shot - Close left;Shot - Close left and high;Shot - Close right;Shot - Close right and high;Shot - dipping;Shot - High;Shot - High centre;Shot - High left;Shot - High Right;Shot - Inside Box;Shot - Left;Shot - lob;Shot - Low centre;Shot - Low left;Shot - Low right;Shot - Out Of Box Centre;Shot - Out Of Box Deep Left;Shot - Out Of Box Deep Right;Shot - Out Of Box Left;Shot - Out Of Box Right;Shot - Outside Box;Shot - overhead;Shot - Right;Shot - rising;Shot - scramble;Shot - Small Box Centre;Shot - Small Box Left;Shot - Small Box Right;Shot - swerved left;Shot - swerved moving;Shot - swerved right;Shot - volley;Shot 2nd assisted;Shot Assist;Shot assisted;Shot blocked;Shot blocked by own player;Shot blocked on 6-yard line;Shot blocked on goal line;Shot coming from set piece;Shot coming from throw in set piece;Shot deflected;Shot didn’t reach goal line;Shot directly from corner;Shot directly from free kick;Shot from corner;Shot from free kick;Shot from individual play;Shot missed;Shot Off Target;Shot Off Target - Inside Box;Shot Off Target - Outside Box;Shot off target saved by GK;Shot On Target;Shot On Target - Inside Box;Shot On Target - Outside Box;Shot out on sideline;Shot saved;Shove/push;Spectator on pitch;Spitting;Start;Start of stoppage;Strong shot;Switch of play;Tackle;Tactical;Take on;Tap;Temporary stop;Through ball;Through Ball - Successful;Through Ball - Unsuccessful;Through ball should have been blocked;Throw in;Time wasting;Turnover;Unsporting Behaviour;Violent conduct;Weak shot;Weather problem;X;Y;Yellow Card;Table Name
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:58;;770;f24-23-2017-943000-eventdetails;;;1703;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;945;t186;Real Madrid;Away;2nd Half;19;85-90;Normal Time;224860;;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Defending;Right;Tackle = dispossesses an opponent of the ball - Outcome 1 = win & retain possession or out of play, 0 = win tackle but not possession;7;Tackle;1148518739;1,52E+12;Back;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;;;;;;;;;;;;;0,179;0,036;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:28;;542;f24-23-2017-943000-eventdetails;;;1207;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;664;t186;Real Madrid;Away;2nd Half;13;55-60;Normal Time;88754;Geoffrey Kondogbia;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Left;Tackle = dispossesses an opponent of the ball - Outcome 1 = win & retain possession or out of play, 0 = win tackle but not possession;7;Tackle;1350437491;1,52E+12;Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;;;;;;;;;;;;;0,552;0,861;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:21;;834;f24-23-2017-943000-eventdetails;;;1050;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;575;t186;Real Madrid;Away;2nd Half;11;45-50;Normal Time;224860;;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Right;Tackle = dispossesses an opponent of the ball - Outcome 1 = win & retain possession or out of play, 0 = win tackle but not possession;7;Tackle;1607136757;1,52E+12;Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;;;;;;;;;;;;;0,613;0,033;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:21;;472;f24-23-2017-943000-eventdetails;;;1048;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;576;t186;Real Madrid;Away;2nd Half;11;45-50;Normal Time;86153;MartÌZn Montoya;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Right;Tackle = dispossesses an opponent of the ball - Outcome 1 = win & retain possession or out of play, 0 = win tackle but not possession;7;Tackle;1626007938;1,52E+12;Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;;;;;;;;;;;;;0,628;0,043;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:24;;493;f24-23-2017-943000-eventdetails;;;1117;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;12;50-55;Normal Time;51952;Daniel Parejo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Attacking;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1746741197;1,52E+12;Left;;;;;;;;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;52;;;;;;;;;;;;;;0;;;;;;;;;1;;;;;;1;;;;;;;;;;;;1;;;;;;;;0,916;0,89;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;0,755;1;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:24;;498;f24-23-2017-943000-eventdetails;;;1123;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;12;50-55;Normal Time;51952;Daniel Parejo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1101205444;1,52E+12;Back;;;;;;;;;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,4;;;;;53;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;;;;;;;;;;1;;1;1;;1;1;;1;;1;0,37;0,906;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,363;0,842;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:42;;656;f24-23-2017-943000-eventdetails;;;1421;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;16;70-75;Normal Time;224860;;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Right;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;2129205195;1,52E+12;Center;;;;;;;;;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,2;;;;;71;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;;;;;;;;;;1;;1;1;;1;1;;1;;1;0,613;0,309;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,634;0,103;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:34;;578;f24-23-2017-943000-eventdetails;;;1287;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;712;t186;Real Madrid;Away;2nd Half;14;60-65;Normal Time;150360;Santiago Mina Lorenzo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Right;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;2120311073;1,52E+12;Right;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;;;;62;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;1;;1;;;;;;;1;;1;1;;1;1;;1;;1;0,622;0,123;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,598;0,122;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:25;;506;f24-23-2017-943000-eventdetails;;;1140;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;12;50-55;Normal Time;51952;Daniel Parejo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Defending;Right;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1135101341;1,52E+12;Back;;;;;;;;;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,2;;;;;53;;;;;;;;;;;;;;0;;;;;1;;;;;;;1;;1;;;;;;;;;;;;;1;;1;1;;1;;1;0,275;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,278;0,138;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:52;;744;f24-23-2017-943000-eventdetails;;;1614;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;18;80-85;Normal Time;156689;Andreas Pereira;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Defending;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;2027411778;1,52E+12;Left;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,6;;;;;81;;;;;;;;;;;;;;0;;;;;1;;;;;;;1;;1;1;;1;;;;1;;1;;;;;;;1;;1;;1;0,531;0,863;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,27;0,697;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:34;;576;f24-23-2017-943000-eventdetails;;;1284;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;14;60-65;Normal Time;86153;MartÌZn Montoya;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Defending;Right;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1090991477;1,52E+12;Back;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;;;;;62;;;;;;;;;;;;;;0;;;;;1;;;;;;;1;;1;1;;1;;;;1;;1;;;;;;;1;;1;;1;0,396;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,147;0,032;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:33;;574;f24-23-2017-943000-eventdetails;;;1274;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;14;60-65;Normal Time;56864;Francis Coquelin;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;2001676696;1,52E+12;Center;;;;;;;;;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,3;;;;;62;;;;;;;;;;;;;;0;;;;;1;;;;1;;1;;;;;;;;;;;;;1;;1;1;;1;1;;1;;1;0,707;0,685;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,643;0,951;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:37;;605;f24-23-2017-943000-eventdetails;;;1325;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;15;65-70;Normal Time;51952;Daniel Parejo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Central;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;2081464678;1,52E+12;Center;;;;;;;;;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6;;;;;65;;;;;;;;;;;;;;0;;;;;1;;;;1;;1;;;;1;;1;;;;1;;1;1;;1;;;;;;;;1;0,786;0,361;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,579;0,561;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:36;;601;f24-23-2017-943000-eventdetails;;;1316;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;14;60-65;Normal Time;221306;;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Middle;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1959202979;1,52E+12;Center;;;;;;;;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,9;;;;;64;;;;;;;;;;;;;;0;;;;;1;;;;1;;1;;;;1;;1;;;;1;;1;1;;1;;;;;;;;1;0,771;0,697;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,508;0,933;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:38;;626;f24-23-2017-943000-eventdetails;;;1361;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;15;65-70;Normal Time;150360;Santiago Mina Lorenzo;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Attacking;Right;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1566294255;1,52E+12;Center;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;;;;;66;;;;;;;;;;;;;;0;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;1;;1;1;;1;;1;0,919;0,496;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,865;0,262;;Ejemplo Inicial
;4;t186;Real Madrid;23;Spanish La Liga;27/01/2018 16:17;;414;f24-23-2017-943000-eventdetails;;;954;2;Second Half;1;t191;Valencia CF;;;;;;27/01/2018;21;g943000;2018-01-27 Valencia CF v Real Madrid;15:15:00;;t186;Real Madrid;Away;2nd Half;11;45-50;Normal Time;132105;JosÌ© Luis GayÌÁ PeÌ±a;4;1;2017;Season 2017/2018;;;t191;Valencia CF;;Home;Attacking;Left;Any pass attempted from one player to another - free kicks, corners, throw-ins, goal kicks and goal assists;1;Pass;1354543841;1,52E+12;Left;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,5;;;;;45;;;;;;;;;;;;;;0;;;;;1;1;;1;;;;;;;1;;1;;;;;;;;;;1;;1;1;;1;;1;0,878;0,799;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0,746;0,738;;Ejemplo Inicial
